"id","codigo","nombre","creditos","descripcion","objetivo","contenidos"
"INS1005","EE1102","Seminario de graduación II","4","El curso de Seminario de graduación II aporta en el desarrollo de los siguientes rasgos del plan de estudios: liderar equipos de trabajo promoviendo el pensamiento crítico, la colaboración y la innovación, fomentando una convivencia respetuosa e inclusiva; impulsar el progreso sostenible y la mejora en la calidad de vida del mayor número de personas como objetivos centrales de la ingeniería; y desarrollar habilidades en investigación y presentación de resultados con rigor científico y ético.
Los aprendizajes que los estudiantes desarrollarán en el curso son: comunicar de manera clara y estructurada los avances técnicos y metodológicos del TFG, mediante informes escritos y presentaciones orales; integrar retroalimentación recibida del profesor y pares para mejorar el desarrollo del proyecto y fortalecer la argumentación técnica; aplicar criterios de calidad técnica, ética profesional y redacción académica en la elaboración del informe final del TFG; y preparar y sustentar la defensa oral del TFG, demostrando dominio del tema, claridad expositiva y capacidad de respuesta ante preguntas críticas.","Evaluar de forma crítica el estado de avance del Trabajo Final de Graduación (TFG) con base en los objetivos planteados, la metodología definida y los resultados obtenidos","• Aplicación de conocimientos del área ciencias básicas
• Aplicación de conocimientos del área de formación profesional y habilidades interpersonales
• Aplicación de conocimientos del área comunicación y dibujo
• Aplicación de conocimientos del area ingeniería mecánica y de materiales
• Aplicación de conocimientos del área ingeniería eléctrica y electrónica
• Aplicación de conocimientos del área automática
• Aplicación de conocimientos del área analisís de datos
• Aplicación de conocimientos del énfasis"
"INS1006","EE5006","Gestión del ciclo de vida de instalaciones electromecánicas","3","El curso de Gestión del ciclo de vida de instalaciones electromecánicas aporta en el desarrollo del siguiente rasgo del plan de estudios: gestionar el ciclo de vida de sistemas electromecánicos considerando la viabilidad de su transformación digital
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar el costo del ciclo de vida útil de las instalaciones electromecánicas mediante el uso de herramientas financieras y técnicas homologadas para la toma de decisiones informadas sobre adquisición, operación, mantenimiento y retiro de activos; desarrollar las interrelaciones entre las distintas fases del ciclo de vida de un sistema electromecánico y su impacto en el desempeño global de la instalación a través de la aplicación de los principios del enfoque sistémico propuesto por INCOSE; evaluar los diferentes modelos de gestión de la ingeniería electromecánica, así como los procedimientos de auditoría técnica, para la determinación de su eficacia en la optimización de la disponibilidad, mantenibilidad y confiabilidad de activos; e implementar metodologías estructuradas de análisis causa raíz y gestión del riesgo para la identificación de fallos recurrentes, establecimiento de acciones correctivas y prevención de incidentes que afecten la seguridad o la eficiencia operativa de los activos.","Gestionar de manera integral el ciclo de vida de instalaciones electromecánicas mediante la aplicación de principios de análisis de costo del ciclo de vida (LCCA), mantenimiento basado en condición, diagnóstico y pronóstico de fallos, estándares internacionales como los propuestos por INCOSE, modelos de mantenimiento, auditorías técnicas, análisis causa raíz y gestión del riesgo, para la optimización de la confiabilidad, disponibilidad y eficiencia operativa de los activos enfocado al impacto al negocio","• Introducción y fundamentos
• Auditorías de mantenimiento
• Modelos de gestión de mantenimiento
• Análisis del costo del ciclo de vida
• Enfoque INCOSE y pensamiento sistémico
• Transformación digital y mantenimiento
• Toma de decisiones basada en datos
• Metodologías de diagnóstico de fallos en equipos industriales
• Modelos de pronóstico y estimación de vida útil de equipos
• Optimización del mantenimiento a partir del análisis de datos
• Análisis causa raíz (RCA)
• Gestión del riesgo"
"INS1007","EE5007","Neumática y oleohidráulica","2","El curso de Neumática y oleohidráulica aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender los principios básicos de los sistemas neumáticos y oleohidráulicos; simular circuitos neumáticos y oleohidráulicos; implementar sistemas neumáticos y oleohidráulicos en un entorno de laboratorio; resolver problemas comunes en sistemas neumáticos y oleohidráulicos; y aplicar técnicas de mantenimiento preventivo y correctivo en estos sistemas.","Desarrollar competencias para el diseño, implementación, mantenimiento y diagnóstico de sistemas neumáticos y oleohidráulicos, mediante el estudio de sus principios fundamentales, el uso de herramientas de simulación y la ejecución de prácticas en laboratorio, con el fin de resolver eficientemente problemas técnicos asociados a su operación en entornos industriales","• Introducción y Fundamentos
• Válvulas y actuadores
• Electroválvulas y Detectores de Proximidad
• Métodos de diseño circuitos neumáticos
• Neumática proporcional y aplicaciones
• Sistemas Oleohidráulicos"
"INS1201","EE5201","Sistemas de puesta a tierra","3","El curso de Sistemas de puesta a tierra es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar conceptos, normativas y requisitos técnicos para la puesta a tierra en sistemas eléctricos; determinar la resistividad del terreno mediante métodos normados, interpretando los resultados para su aplicación en el diseño de sistemas de puesta a tierra; diseñar electrodos de puesta a tierra conforme a normativas internacionales, considerando factores como tensiones generadas, sustitución de terreno y protección contra corrosión; y evaluar la integridad y desempeño de los sistemas de puesta a tierra mediante pruebas técnicas, procedimientos adecuados y planes de mantenimiento preventivo.","Diseñar sistemas de puesta a tierra eficientes y seguros, aplicando normativas internacionales, metodologías de cálculo y criterios técnicos para garantizar su correcto funcionamiento en instalaciones eléctricas","• Introducción a los sistemas de Protección y Puesta a Tierra
• Conceptos básicos y base normativa
• Resistividad
• Diseño de electrodos de puesta a tierra
• Pruebas realizadas a los Electrodos de Puesta a Tierra
• Puesta a tierra de Equipos
• Mantenimiento"
"INS1202","EE5202","Sistemas contra incendios","3","El curso de Sistemas contra incendios es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los fundamentos de los sistemas contra incendios y su marco normativo; diseñar sistemas de protección contra incendios con base en la normativa NFPA y regulaciones nacionales; aplicar métodos de inspección, prueba y mantenimiento en sistemas de protección contra incendios; y desarrollar proyectos de diseño de sistemas contra incendios integrando normativa, eficiencia y seguridad.","Desarrollar sistemas de protección contra incendios en edificaciones, con un enfoque en la eficiencia energética, de acuerdo con la normativa vigente","• Introducción a los sistemas contra incendios
• Fundamentos del fuego y su comportamiento
• Sistemas de detección y alarma contra incendios
• Sistemas de bombeo para protección contra incendios
• Redes de tuberías y distribución de agua
• Sistemas de tuberías verticales y mangueras
• Hidrantes y protección exterior
• Sistemas de rociadores automáticos
• Sistemas de pulverización de agua
• Sistemas de espumas contra incendios
• Inspección, pruebas y mantenimiento
• Integración con sistemas electromecánicos"
"INS1203","EE5203","Edificios inteligentes","3","El curso de Edificios inteligentes es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: diseñar sistemas de control de acceso, seguridad electrónica, cableado estructurado y redes; integrar sistemas de climatización, iluminación, transporte, seguridad y energía que se integren con plataformas de gestión de edificios (BMS); y gestionar la infraestructura para el monitoreo y control de edificios inteligentes.","Desarrollar sistemas inteligentes integrados para edificios, optimizando la eficiencia energética, la gestión, la seguridad, el confort y la funcionalidad, mediante la aplicación de tecnologías de vanguardia y el cumplimiento de normativas vigentes","• Fundamentos de los edificios inteligentes y normativa
• Sistemas de control de acceso y flujo de personas
• Seguridad electrónica y ciberseguridad
• Infraestructura de cableado y redes de comunicación
• Control de ambiente y eficiencia energética
• Plataformas BMS y monitoreo integrado
• Integración de sistemas y tecnologías emergentes"
"AER0801","EE6801","Sistemas de la aeronave","3","El curso de Sistemas de la aeronave aporta en el desarrollo del siguiente rasgo del plan de estudios: gestionar el ciclo de vida de las aeronaves, optimizando su mantenimiento y eficiencia operativa
Los aprendizajes que los estudiantes desarrollarán en el curso son: identificar los principales sistemas que integran una aeronave describiendo sus funciones dentro del conjunto del vehículo aéreo; analizar el principio de funcionamiento y los componentes fundamentales de los sistemas eléctricos, neumáticos e hidráulicos de una aeronave; evaluar el desempeño y operación de los sistemas de aire acondicionado, combustión y presurización en distintas fases de vuelo; y comprender los mecanismos de los sistemas de seguridad y protección de la aeronave, y su papel en la prevención de fallas y emergencias.","Evaluar la estructura y funcionamiento de los sistemas que conforman una aeronave, mediante el estudio de sus componentes, principios de operación y su integración en el conjunto aeronáutico","• Introducción a los sistemas de la aeronave
• Sistemas eléctricos y electrónicos en aeronaves
• Sistemas neumáticos de la aeronave
• Sistema hidráulico de la aeronave
• Sistema de combustión y combustible para aeronaves
• Sistema de aire acondicionado y presurización para aeronaves
• Sistemas de protección y seguridad en aeronaves
• Integración de sistemas en la aeronave"
"AER0807","EE6807","Materiales en aeronáutica","2","El curso de Materiales en aeronáutica aporta en el desarrollo del siguiente rasgo del plan de estudios: aplicar los principios de la mecánica, integrando modelado y simulación para evaluar el comportamiento de materiales, estructuras y mecanismos en la aeronave
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar las propiedades mecánicas, térmicas y químicas de los materiales aeronáuticos, interpretando su desempeño frente a cargas y condiciones reales de operación; simular el comportamiento estructural de materiales aplicados a componentes aeronáuticos, considerando esfuerzos, deformaciones, fatiga y ambientes exigentes; seleccionar materiales adecuados para distintos sistemas de aeronaves, justificando la decisión mediante criterios técnicos, normativos y de desempeño; y diagnosticar posibles fallas o limitaciones en materiales utilizados en aeronáutica, proponiendo soluciones fundamentadas en análisis mecánico y modelado predictivo.","Analizar el comportamiento de materiales metálicos, compuestos y no metálicos utilizados en aeronaves, aplicando principios de la mecánica e integrando herramientas de modelado y simulación, con el fin de sustentar decisiones técnicas sobre su selección, uso y evaluación estructural","• Introducción a los materiales aeronáuticos
• Materiales metálicos ferrosos y no ferrosos
• Materiales compuestos y no metálicos
• Corrosión en materiales aeronáuticos
• Dispositivos de fijación en estructuras aeronáuticas
• Transmisiones mecánicas en aeronaves
• Sistemas de mando mecánico
• Materiales en sistemas eléctricos de aeronaves
• Otros elementos mecánicos en aeronáutica"
"AER0808","EE6808","Metrología aeronáutica","1","El curso de Metrología aeronáutica aporta en el desarrollo del siguiente rasgo del plan de estudios: asegurar la seguridad aeronáutica y la aeronavegabilidad, aplicando normativa internacional
Los aprendizajes que los estudiantes desarrollarán en el curso son: reconocer los principios de trazabilidad, incertidumbre y normativas metrológicas aplicables al entorno aeronáutico; utilizar instrumentos de medición para verificar variables físicas en componentes y sistemas de aeronaves; calibrar instrumentos empleados en la medición de variables eléctricas, térmicas, geométricas, dinámicas y de fluidos; y documentar procesos de medición y calibración siguiendo criterios de trazabilidad, exactitud y conformidad normativa.","Aplicar procedimientos de medición de variables físicas y de calibración de instrumentos utilizados en sistemas aeronáuticos, conforme a normas metrológicas y regulaciones técnicas del sector aeronáutico","• Fundamentos de la metrología aeronáutica
• Medición geométrica aplicada a aeronaves
• Medición de variables eléctricas en aeronáutica
• Termometría y pirometría aeronáutica
• Metrología de fluidos en sistemas aeronáuticos
• Metrología de vibraciones y dinámica
• Medición óptica y de alineación
• Medición de condiciones ambientales
• Medición de tiempo y frecuencia
• Gestión metrológica y documentación técnica"
"AER0901","EE6901","Aviónica","3","El curso de Aviónica aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas de control automático de vuelo, aplicando conocimientos en aviónica y dinámica de vuelo
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender los principios y componentes de los sistemas aviónicos, clasificados en navegación, control, visualización y telecomunicaciones; identificar la ubicación física de los sistemas aviónicos en diferentes zonas de la aeronave; estudiar los sistemas de navegación y control de vuelo para la comprensión de su funcionamiento detallado, fallas típicas y normativa asociada; y evaluar sistemas de gestión y control de vuelo con sus rutinas de mantenimiento.","Analizar los sistemas aviónicos, con énfasis en la arquitectura electrónica, los sistemas de navegación, comunicación, control automático de vuelo, y el cumplimiento de normativas internacionales aplicables","• Introducción a la Aviónica
• Sistemas de Generación y Distribución de Energía
• Sistemas de iluminación
• Sistemas  de comunicación
• Sistemas de Navegación por Satélite
• Sistemas de referencia inercial y navegación inercial
• Sistemas de navegación basados en radio
• Sistema de Gestión de Vuelo (FMS)
• Sistemas de Control de Vuelo Primarios
• Sistemas de Control de Vuelo Secundarios
• Sistemas automáticos de estabilización de vuelo
• Sistemas de Monitoreo y Diagnóstico
• Normativas y Regulaciones Internacionales"
"AER0902","EE6902","Aerodinámica","3","El curso de Aerodinámica aporta en el desarrollo del siguiente rasgo del plan de estudios: comprender los principios fundamentales de aerodinámica y sistemas de propulsión
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los fundamentos de la aerodinámica y su aplicación en el diseño y operación de aeronaves; aplicar modelos matemáticos y herramientas computacionales en el análisis aerodinámico; e integrar conocimientos de aerodinámica en el estudio del desempeño de aeronaves.","Aplicar los fundamentos de la aerodinámica, para el diseño, evaluación y optimización de aeronaves en diversos entornos operacionales","• Introducción a la aerodinámica
• Dinámica de fluidos aplicada a aeronaves
• Flujo compresible e incompresible
• Principios de sustentación y arrastre
• Perfiles aerodinámicos y sus características
• Propulsión aeronáutica y eficiencia energética
• Interacción aerodinámica-propulsión
• Aplicaciones computacionales en aerodinámica
• Optimización aerodinámica
• Análisis de casos en aerodinámica aplicada"
"AER0903","EE6903","Dinámica de vuelo","3","El curso de Dinámica de vuelo aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas de control automático de vuelo, aplicando conocimientos en aviónica y dinámica de vuelo
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender los sistemas de referencia y los ángulos de Euler para describir con precisión la actitud de la aeronave y su comportamiento en el espacio tridimensional; analizar las condiciones de equilibrio y estabilidad estática (longitudinal, lateral y direccional) mediante el estudio del trimado y las fuerzas aerodinámicas actuantes en la aeronave; resolver problemas que involucren ecuaciones de movimiento de aeronaves rígidas, tanto en su forma completa como en versiones linealizadas y de orden reducido, aplicando métodos como funciones de transferencia y representación en espacio de estados; y evaluar la dinámica longitudinal, lateral y direccional de la aeronave, identificando modos de respuesta, cualidades de vuelo y características de maniobrabilidad bajo diversas condiciones de operación.","Analizar los principios fundamentales de la dinámica de vuelo y su aplicación en el diseño y control de aeronaves","• Introducción a dinámica de vuelo
• Sistemas de referencia y notación
• Equilibrio estático y ajuste
• Ecuaciones de movimiento
• Métodos de solución para las ecuaciones de movimiento
• Dinámica longitudinal, lateral y direccional
• Maniobrabilidad
• Estabilidad
• Modelado de aerodinámica"
"AER0906","EE6906","Análisis mecánico de estructuras de la aeronave","3","El curso de Análisis mecánico de estructuras de la aeronave aporta en el desarrollo del siguiente rasgo del plan de estudios: aplicar los principios de la mecánica, integrando modelado y simulación para evaluar el comportamiento de materiales, estructuras y mecanismos en la aeronave
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender los principios básicos de elasticidad y mecánica estructural aplicados a aeronaves; aplicar métodos de análisis estructural, incluyendo el análisis de vigas, placas y estructuras de fuselaje; evaluar la respuesta de materiales y componentes estructurales bajo cargas típicas en aviones; y utilizar herramientas computacionales para el modelado y predicción del comportamiento estructural de la aeronave.","Analizar estructuras de la aeronave mediante la aplicación de principios de elasticidad y mecánica estructural, empleando métodos analíticos y computacionales para evaluar el comportamiento de componentes bajo cargas típicas en aviones","• Introducción a la teoría de elasticidad
• Inestabilidad Estructural
• Introducción al análisis matricial
• Cargas típicas de aeronaves
• Estructuras de aeronaves"
"AER0908","EE6908","Seguridad aeronáutica y aeronavegabilidad","3","El curso de Seguridad aeronáutica y aeronavegabilidad aporta en el desarrollo del siguiente rasgo del plan de estudios: asegurar la seguridad aeronáutica y la aeronavegabilidad, aplicando normativa internacional
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los requisitos regulatorios nacionales e internacionales para la seguridad aeronáutica y aeronavegabilidad; evaluar procedimientos de gestión de seguridad operacional y mantenimiento aeronáutico para asegurar la conformidad normativa; aplicar técnicas de investigación de accidentes e incidentes aeronáuticos, considerando factores humanos, técnicos y ambientales; e implementar prácticas adecuadas para el manejo seguro de mercancías peligrosas y la protección física en contextos aeroportuarios.","Proporcionar conocimientos fundamentales sobre seguridad aeronáutica y aeronavegabilidad, enfatizando la aplicación práctica de estándares regulatorios, gestión de riesgos y procedimientos operacionales para garantizar la seguridad de las operaciones aéreas","• Conceptos Fundamentales
• Gestión de la Seguridad
• Aeronavegabilidad
• Investigación de Accidentes e Incidentes
• Mercancías Peligrosas
• Protección Ambiental
• Seguridad Física de la Aviación
• Auditoría y Supervisión"
"AER1001","EE7001","Gestión del ciclo de vida de la aeronave","2","El curso de Gestión del ciclo de vida de la aeronave aporta en el desarrollo del siguiente rasgo del plan de estudios: gestionar el ciclo de vida de las aeronaves, optimizando su mantenimiento y eficiencia operativa
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar las etapas del ciclo de vida de una aeronave, identificando su impacto en la operación y mantenimiento; evaluar metodologías de mantenimiento aeronáutico y estrategias para la optimización su eficiencia; aplicar regulaciones y normativas aeronáuticas en la gestión de mantenimiento y operación de aeronaves; e integrar herramientas de gestión para la toma de decisiones en el mantenimiento de aeronaves.","Gestionar el ciclo de vida de las aeronaves, optimizando su mantenimiento y eficiencia operativa, a través del análisis de estrategias de gestión, regulaciones aeronáuticas y metodologías de mantenimiento","• Introducción a la gestión del ciclo de vida de la aeronave
• Estrategias de mantenimiento aeronáutico
• Normativas y regulaciones en la gestión de aeronaves
• Análisis del costo del ciclo de vida
• Enfoque INCOSE y pensamiento sistémico
• Aplicación de tecnologías en la optimización del mantenimiento
• Herramientas computacionales en la gestión de aeronaves
• Estudio de casos en mantenimiento y operación de aeronaves"
"AER1002","EE7002","Sistemas de propulsión","3","El curso de Sistemas de propulsión aporta en el desarrollo del siguiente rasgo del plan de estudios: comprender los principios fundamentales de aerodinámica y sistemas de propulsión
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender la química de la combustión y la mecanica de los fluidos implicados en el funcionamiento de una turbina de reacción para sistemas de propulsión aeronáutica; explicar los principios aerodinámicos y termodinámicos que rigen la propulsión de aeronaves; describir los principios de funcionamiento, componentes y tipos de sistemas de propulsión aeronáutica, con énfasis en turbinas de reacción; y analizar las especificaciones técnicas, subsistemas y su integración con otros sistemas de la aeronave.","Comprender los principios fundamentales de sistemas de propulsión de aeronaves","• Introducción de los sistemas de propulsión
• Mecánica y termodinámica del flujo de fluidos
• Etapas de compresión de aire
• Enfriamiento de la turbina
• Combustión en turbinas
• Sistema de control de combustible de las turbinas
• Montaje y conexiones del motor con el avión
• Lectura de hojas de especificaciones técnicas"
"AER1003","EE7003","Control automático de vuelo","3","El curso de Control automático de vuelo aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas de control automático de vuelo, aplicando conocimientos en aviónica y dinámica de vuelo
Los aprendizajes que los estudiantes desarrollarán en el curso son: diseñar sistemas de control para diferentes tipos de UAVs (ummaned aerial vehicles) utilizando software especializado; implementar y probar sistemas de control en plataformas de hardware reales; aplicar conceptos de aeronavegabilidad y normativas en el diseño de sistemas de control; e integrar sistemas GPS y de comunicación en UAVs para mejorar la navegación y coordinación.","Desarrollar sistemas de control de vuelo para vehículos aéreos no tripulados, aplicando conocimientos teóricos y prácticos, con un enfoque especial en la planificación de rutas, navegación y control autónomo","• Introducción al control automático de vuelo
• Modelado dinámico de aeronaves
• Análisis de estabilidad y control
• Diseño de controladores automáticos
• Control de trayectoria
• Planificación de Trayectorias
• Aeronavegabilidad y normativas
• Sistemas GPS y Navegación
• Comunicación entre UAVs y aviones
• Pruebas y Validación"
"AER1201","EE7201","Infraestructura y servicios aeroportuarios","3","El curso de Infraestructura y servicios aeroportuarios es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: identificar los principales componentes de la infraestructura aeroportuaria y su impacto en la operación aérea; evaluar la eficiencia de los servicios aeroportuarios en función de la normativa y estándares internacionales; analizar los factores de seguridad y sostenibilidad en la planificación y operación de aeropuertos; y aplicar metodologías para la optimización del diseño y gestión de aeropuertos.","Comprender los principios fundamentales de la infraestructura y los servicios aeroportuarios, analizando la gestión y operación de aeropuertos, que garantice la eficiencia y seguridad en el transporte aéreo","• Introducción a la infraestructura y servicios aeroportuarios
• Componentes de la infraestructura aeroportuaria
• Normativas y regulaciones aeroportuarias
• Seguridad y sostenibilidad en la operación aeroportuaria
• Planificación y gestión de aeropuertos
• Sistemas de navegación y control del tráfico aéreo
• Evaluación de la eficiencia en la operación aeroportuaria
• Optimización del diseño de aeropuertos
• Tecnologías emergentes en la infraestructura aeroportuaria
• Análisis de casos en planificación y gestión aeroportuaria"
"AER1202","EE7202","Telemetría y comunicaciones para aeronáutica","3","El curso de Telemetría y comunicaciones para aeronáutica es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar la evolución histórica, el contexto estratégico y los tipos de comunicación utilizados en la aviación moderna; comprender los principios fundamentales de transmisión y estructuración de datos, incluyendo el concepto de tramas, codificación y flujo de información; examinar los principales protocolos, normativas y organismos que regulan las comunicaciones aeronáuticas a nivel internacional; y evaluar el papel de la comunicación en la integración de sistemas aviónicos contemporáneos y su proyección ante desafíos tecnológicos futuros como UAVs y redes colaborativas.","Analizar de forma global el papel de las comunicaciones y la telemetría en los sistemas aeronáuticos, considerando sus fundamentos, funciones, arquitectura y normativa, como parte esencial en la operación segura y eficiente de aeronaves","• Panorama general de las comunicaciones aeronáuticas
• Fundamentos físicos y conceptuales de la comunicación
• Estructura general de un sistema de telemetría
• Protocolos y normas en aviación
• Comunicación y aviónica moderna
• Nuevas tecnologías y desafíos"
"AER1203","EE7203","Manufactura en la cadena de valor aeroespacial","3","El curso de Manufactura en la cadena de valor aeroespacial es del tipo electivo y por esta razón no se incluye en los rasgos del plan de estudios
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar técnicas de administración industrial como secuenciamiento, determinación de capacidad productiva, gestión de cuellos de botella y metodologías Lean en la manufactura aeroespacial; implementar sistemas de gestión de calidad basados en normativas AS9100, AS9110, AS9120 y certificaciones NADCAP; asegurar el cumplimiento de requisitos regulatorios de los entes DGAC, FAA, EASA, así como normativas ITAR y EAR en los procesos productivos; y gestionar proyectos de manufactura aeroespacial aplicando metodologías específicas como AS9102 (FAI) y AS9145 (APQP).","Gestionar eficientemente los procesos de manufactura en la industria aeroespacial, aplicando herramientas de administración industrial, asegurando la calidad según estándares internacionales y cumpliendo los requisitos regulatorios del sector","• Administración Industrial en procesos aeroespaciales
• Sistemas de gestión de calidad aeroespacial
• Requisitos regulatorios en manufactura aeroespacial
• Gestión de proyectos bajo estándares aeroespaciales"
"SCF0801","EE8104","Ingeniería de sistemas","3","El curso de Ingeniería de sistemas aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas complejos que integren componentes físicos y digitales
Los aprendizajes que los estudiantes desarrollarán en el curso son: definir los requisitos y la arquitectura de los sistemas considerando las necesidades y expectativas de los interesados; integrar modelos de componentes físicos y cibernéticos en un sistema coherente y funcional; verificar el diseño del sistema o sus partes por medio de simulaciones; y colaborar en equipos de trabajo multidisciplinarios en el análisis, diseño y gestión de sistemas.","Integrar principios, metodologías y herramientas de la ingeniería de sistemas en el análisis, diseño y gestión de sistemas, colaborando con equipos de trabajo multidisciplinarios","• Introducción a la Ingeniería de Sistemas
• Trabajo colaborativo en equipos multidisciplinarios
• Definición y análisis de requisitos
• Diseño de la arquitectura
• Modelado, simulación y verificación del Diseño"
"SCF0806","EE0806","Máquinas y mecanismos","3","El curso de Máquinas y mecanismos aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas de robótica para aplicaciones industriales y de servicios 
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los principios de la cinemática de mecanismos para la comprensión de la geometría de los movimientos y de las relaciones entre el desplazamiento y el tiempo; discernir la correcta elección de componentes mecánicos y su dimensionamiento para lograr un movimiento específico, mediante los métodos de diseño de mecanismos; aplicar los principios de la cinética para el análisis dinámico y diseño de máquinas y sistemas mecánicos; y analizar el comportamiento dinámico de mecanismos y sistemas mecánicos, considerando fuerzas y fenómenos que afectan su desempeño para su eventual optimización, mediante herramientas de modelado y simulación.","","• Introducción a mecanismos
• Posición, postura y desplazamiento
• Velocidad
• Aceleración
• Análisis de fuerzas estáticas
• Análisis de fuerzas dinámicas
• Diseño de levas
• Engranajes rectos
• Sistemas espaciales y robótica"
"SCF0807","EE8807","Aplicaciones de sistemas embebidos","3","El curso de Aplicaciones de sistemas embebidos aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar aplicaciones de sistemas embebidos integrados en sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: programar microcontroladores en lenguaje C++; implementar sistemas operativos en tiempo real (RTOS), en microcontroladores; y aplicar FPGAs para el control y procesamiento de señales digitales.","Desarrollar aplicaciones de sistemas embebidos basados en microcontroladores y arreglo de compuertas lógicas programable en campo (FPGA)","• Introducción a sistemas embebidos
• Programación en C++ para Sistemas Embebidos
• Periféricos en ARM Cortex-M
• Comunicación inalámbrica y IoT
• Sistemas Operativos en Tiempo Real (RTOS)
• Aplicaciones Embebidas Basadas en FPGA"
"SCF0808","EE8808","Fundamentos de ciberseguridad","1","El curso de Fundamentos de ciberseguridad aporta en el desarrollo del siguiente rasgo del plan de estudios: conocer e identificar las estrategias fundamentales de ciberseguridad para proteger sistemas y redes
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar medidas de ciberseguridad en el diseño de sistemas ciberfísicos, garantizando la protección de datos y la integridad de las aplicaciones.; implementar protocolos de seguridad en sistemas ciberfísicos, asegurando la confiabilidad y resiliencia de los dispositivos y redes; y desarrollar soluciones de protección mediante programación y criptografía, aplicando técnicas de cifrado, automatización de tareas de seguridad y herramientas para la detección y mitigación de riesgos.","Comprender los principios fundamentales de la ciberseguridad aplicados al diseño y desarrollo de sistemas ciberfísicos.","• Introducción a la ciberseguridad
• Redes y protocolos
• Programación para la ciberseguridad
• Amenazas y vulnerabilidades
• Criptografía
• Seguridad en redes
• Seguridad en aplicaciones
• Gestión de incidentes
• Cumplimiento y normativas"
"SCF0901","EE8901","Modelado numérico y simulación computacional","3","El curso de Modelado numérico y simulación computacional aporta en el desarrollo del siguiente rasgo del plan de estudios: modelar y simular sistemas ciberfísicos con herramientas computacionales
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar ecuaciones diferenciales ordinarias y parciales aplicadas a sistemas electromecánicos; diseñar simulaciones numéricas considerando condiciones iniciales y de frontera apropiadas; evaluar resultados de simulaciones mediante estudios de caso específicos; y validar modelos numéricos a través de comparaciones con soluciones analíticas o experimentales.","Aplicar métodos numéricos avanzados para el modelado y simulación computacional de sistemas electromecánicos complejos","• Introducción al modelado computacional
• Modelado con ecuaciones diferenciales ordinarias (ODEs)
• Introducción a ecuaciones en derivadas parciales (PDEs)
• Simulación numérica por elementos y volúmenes discretos
• Casos de estudio"
"SCF0902","EE8902","Aplicaciones de circuitos integrados","2","El curso de Aplicaciones de circuitos integrados aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar sistemas complejos que integren componentes físicos y digitales
Los aprendizajes que los estudiantes desarrollarán en el curso son: interpretar hojas de datos de circuitos integrados; diseñar aplicaciones funcionales que integren múltiples circuitos integrados en un sistema; y validar el diseño mediante herramientas de simulación.","Desarrollar sistemas complejos mediante el uso de circuitos integrados","• Introducción a los circuitos integrados con componentes comerciales salidos del estante (COTS)
• Regulación y distribución de energía
• Manejo de señales analógicas
• Sensado y monitoreo
• Controladores y drivers
• Interfaz y comunicación
• Integración de sistemas"
